year,month,day_endofweek,cityid,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
2021,5,28,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,5,28,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,4,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,11,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,18,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,6,25,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,2,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,9,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,14,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,43,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,52,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,16,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,3,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,7,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,13,.,.,.,.,.,.,.,.,.,.,.,.,.
