year,month,day_endofweek,statefips,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
2021,7,23,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,23,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,7,30,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,6,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,13,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,20,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,8,27,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,3,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,37,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,38,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,39,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,40,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,41,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,42,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,44,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,45,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,46,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,47,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,48,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,49,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,50,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,51,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,53,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,54,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,55,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,10,56,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,1,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,2,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,4,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,5,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,6,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,8,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,9,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,10,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,11,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,12,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,13,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,15,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,16,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,17,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,18,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,19,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,20,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,21,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,22,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,23,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,24,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,25,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,26,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,27,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,28,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,29,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,30,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,31,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,32,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,33,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,34,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,35,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,36,.,.,.,.,.,.,.,.,.,.,.,.,.
2021,9,17,37,.,.,.,.,.,.,.,.,.,.,.,.,.
